City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Takoradi,GH,2020-11-23 21:33:08,4.88,-1.76,78.93,85,46,6.87
307,Kazanskaya,RU,2020-11-23 21:43:07,45.41,40.44,37.26,80,62,11.03
308,Zhanaozen,KZ,2020-11-23 21:43:07,43.3,52.8,26.8,96,95,1.54
309,Ngunguru,NZ,2020-11-23 21:33:27,-35.62,174.5,59.0,94,100,3.0
310,Tabou,CI,2020-11-23 21:43:08,4.42,-7.35,78.62,85,24,6.02
311,Khatanga,RU,2020-11-23 21:33:28,71.97,102.5,-0.81,93,97,10.98
312,Nishihara,JP,2020-11-23 21:33:18,26.18,127.76,69.8,82,90,6.93
313,Kaitangata,NZ,2020-11-23 21:43:08,-46.28,169.85,57.99,63,18,4.0
314,Srivardhan,IN,2020-11-23 21:43:08,18.03,73.02,75.58,59,28,8.05
315,Lata,PT,2020-11-23 21:43:08,40.16,-8.33,50.0,87,100,2.15
316,Adrar,MR,2020-11-23 21:33:30,20.5,-10.07,65.7,24,99,11.12
317,Kushima,JP,2020-11-23 21:43:09,31.46,131.23,50.0,87,20,6.93
318,Kisanga,TZ,2020-11-23 21:43:09,-7.44,37.7,75.47,83,0,4.12
319,Charters Towers,AU,2020-11-23 21:43:09,-20.1,146.27,75.4,65,100,10.87
320,Qasigiannguit,GL,2020-11-23 21:43:09,68.82,-51.19,17.6,57,95,20.8
321,Labuhan,ID,2020-11-23 21:43:09,-6.88,112.21,79.05,83,100,8.39
322,Boende,CD,2020-11-23 21:43:09,-0.22,20.87,71.15,97,100,2.39
323,Olafsvik,IS,2020-11-23 21:33:11,64.89,-23.71,37.0,80,36,25.79
324,Bengkulu,ID,2020-11-23 21:33:15,-3.8,102.27,73.44,94,100,4.97
325,Kiama,AU,2020-11-23 21:43:09,-34.68,150.87,66.99,78,60,3.0
326,Changping,CN,2020-11-23 21:42:24,40.22,116.22,34.0,50,0,4.47
327,Chokurdakh,RU,2020-11-23 21:43:10,70.63,147.92,0.36,94,100,5.93
328,Bijie,CN,2020-11-23 21:43:10,27.31,105.29,39.6,82,99,4.92
329,Srostki,RU,2020-11-23 21:43:10,52.42,85.7,22.86,98,100,3.6
330,Maku,IR,2020-11-23 21:43:10,39.29,44.45,34.99,75,0,0.69
331,Baykit,RU,2020-11-23 21:43:10,61.67,96.37,3.43,90,36,2.48
332,Tiksi,RU,2020-11-23 21:33:22,71.69,128.87,-2.79,89,100,5.21
333,Dingle,PH,2020-11-23 21:33:15,11.0,122.67,74.7,91,24,8.75
334,Hirara,JP,2020-11-23 21:43:10,24.8,125.28,74.01,79,65,20.22
335,Victor Harbor,AU,2020-11-23 21:43:11,-35.57,138.62,64.0,69,97,3.85
336,Peniche,PT,2020-11-23 21:42:03,39.36,-9.38,55.99,86,100,3.87
337,Piacabucu,BR,2020-11-23 21:43:11,-10.41,-36.43,77.83,78,25,10.89
338,Chapais,CA,2020-11-23 21:32:44,49.78,-74.85,23.0,92,90,8.05
339,Rebrikha,RU,2020-11-23 21:43:11,53.07,82.34,19.8,98,100,3.98
340,Kirkkonummi,FI,2020-11-23 21:43:11,60.12,24.44,39.0,89,99,12.46
341,Tilichiki,RU,2020-11-23 21:33:36,60.47,166.1,-2.38,95,37,10.29
342,Bay Roberts,CA,2020-11-23 21:43:11,47.6,-53.26,30.0,86,40,9.17
343,Alice Springs,AU,2020-11-23 21:41:54,-23.7,133.88,75.2,27,95,11.41
344,Mamallapuram,IN,2020-11-23 21:43:12,12.63,80.17,80.6,94,75,6.93
345,Praia Da Vitoria,PT,2020-11-23 21:43:12,38.73,-27.07,59.0,87,20,9.4
346,Suriapet,IN,2020-11-23 21:43:12,17.15,79.62,67.89,64,91,4.59
347,Gat,IL,2020-11-23 21:43:12,31.61,34.76,64.0,69,60,6.62
348,Maniitsoq,GL,2020-11-23 21:43:12,65.42,-52.9,19.53,94,100,21.77
349,Carazinho,BR,2020-11-23 21:43:12,-28.28,-52.79,84.2,30,0,10.29
350,Vangaindrano,MG,2020-11-23 21:43:12,-23.35,47.6,74.28,92,100,9.4
351,Xilopolis,GR,2020-11-23 21:43:12,40.93,23.18,50.0,59,0,3.0
352,Cockburn Town,TC,2020-11-23 21:33:13,21.46,-71.14,80.6,74,75,8.05
353,Yar-Sale,RU,2020-11-23 21:43:13,66.83,70.83,13.95,95,86,15.01
354,Ust-Nera,RU,2020-11-23 21:33:52,64.57,143.2,-12.32,81,100,3.4
355,Catabola,AO,2020-11-23 21:43:13,-12.15,17.28,63.41,95,100,3.56
356,Port Blair,IN,2020-11-23 21:33:52,11.67,92.75,80.47,83,0,11.45
357,Danielskuil,ZA,2020-11-23 21:43:13,-28.19,23.54,66.4,37,0,6.71
358,Kichha,IN,2020-11-23 21:43:13,28.92,79.5,55.29,57,0,1.81
359,Manaus,BR,2020-11-23 21:43:13,-3.1,-60.02,82.4,88,75,4.7
360,Constitucion,CL,2020-11-23 21:43:13,-35.33,-72.42,61.23,66,0,17.6
361,Ancud,CL,2020-11-23 21:43:13,-41.87,-73.82,59.0,87,75,9.17
362,Conceicao Do Araguaia,BR,2020-11-23 21:43:14,-8.26,-49.26,80.08,72,70,1.66
363,Narsaq,GL,2020-11-23 21:33:20,60.92,-46.05,15.8,66,0,5.82
364,Axim,GH,2020-11-23 21:33:13,4.87,-2.24,78.82,83,20,5.01
365,Cap Malheureux,MU,2020-11-23 21:43:14,-19.98,57.61,73.99,80,14,3.0
366,Oranjestad,AW,2020-11-23 21:41:39,12.52,-70.03,86.0,74,20,18.34
367,Isangel,VU,2020-11-23 21:33:46,-19.55,169.27,82.4,69,20,6.93
368,Kalmunai,LK,2020-11-23 21:43:14,7.42,81.82,77.85,80,93,13.91
369,Maldonado,UY,2020-11-23 21:43:14,-34.67,-54.92,82.4,37,0,13.87
370,Nome,US,2020-11-23 21:43:14,64.5,-165.41,26.6,86,90,4.7
371,Novopokrovka,UA,2020-11-23 21:43:14,49.84,36.55,35.6,97,90,6.71
372,Russell,US,2020-11-23 21:43:15,32.35,-85.2,66.2,25,1,9.17
373,Shingu,JP,2020-11-23 21:43:15,33.73,135.98,47.37,71,0,5.57
374,Latur,IN,2020-11-23 21:43:15,18.4,76.58,65.25,58,93,5.73
375,Sembe,CG,2020-11-23 21:43:15,1.65,14.58,71.96,91,100,2.46
376,Amuntai,ID,2020-11-23 21:43:15,-2.42,115.25,73.47,97,67,1.68
377,Votkinsk,RU,2020-11-23 21:43:15,57.05,53.99,21.99,87,100,3.0
378,Lapua,FI,2020-11-23 21:33:31,62.97,23.01,34.0,94,41,1.99
379,Urumqi,CN,2020-11-23 21:43:16,43.8,87.6,23.0,57,100,2.24
380,Valday,RU,2020-11-23 21:43:16,57.97,33.25,36.52,91,93,9.8
381,Koppies,ZA,2020-11-23 21:43:16,-27.24,27.57,69.22,59,0,11.07
382,Hofn,IS,2020-11-23 21:43:16,64.25,-15.21,36.86,81,100,23.64
383,Ouadda,CF,2020-11-23 21:43:16,8.08,22.4,71.51,38,51,4.32
384,Beyneu,KZ,2020-11-23 21:43:16,45.32,55.2,31.08,77,100,1.57
385,Sitamau,IN,2020-11-23 21:43:16,24.02,75.35,58.93,35,0,5.7
386,Henties Bay,NA,2020-11-23 21:43:17,-22.12,14.28,60.01,85,0,8.16
387,Nioro,GM,2020-11-23 21:43:17,13.35,-15.75,81.07,21,86,1.07
388,Batagay,RU,2020-11-23 21:43:17,67.63,134.63,-15.2,88,100,1.25
389,Kulhudhuffushi,MV,2020-11-23 21:43:17,6.62,73.07,81.81,69,92,7.65
390,Alta Floresta,BR,2020-11-23 21:33:39,-9.88,-56.09,86.0,66,40,2.24
391,Akyab,MM,2020-11-23 21:43:17,20.15,92.9,71.24,82,54,5.84
392,Bratsk,RU,2020-11-23 21:43:17,56.13,101.61,19.4,92,88,4.47
393,Namatanai,PG,2020-11-23 21:43:17,-3.67,152.43,83.7,73,84,6.82
394,Kinablangan,PH,2020-11-23 21:43:17,7.69,126.55,78.75,82,99,7.2
395,Znamenskoye,RU,2020-11-23 21:43:18,57.13,73.83,13.33,93,73,3.4
396,Cidreira,BR,2020-11-23 21:43:18,-30.18,-50.21,69.93,76,2,21.23
397,Ormara,PK,2020-11-23 21:43:18,25.21,64.64,72.93,78,9,5.12
398,Tuatapere,NZ,2020-11-23 21:33:51,-46.13,167.68,55.0,86,31,1.01
399,Saue,EE,2020-11-23 21:43:18,59.32,24.55,42.8,81,75,12.75
400,Qiongshan,CN,2020-11-23 21:43:18,20.01,110.35,73.4,100,40,8.95
401,Chippewa Falls,US,2020-11-23 21:43:18,44.94,-91.39,37.4,37,1,6.93
402,Necochea,AR,2020-11-23 21:41:07,-38.55,-58.74,66.0,86,100,9.86
403,Manono,CD,2020-11-23 21:43:18,-7.3,27.42,71.85,92,99,1.25
404,Shagonar,RU,2020-11-23 21:43:19,51.53,92.8,17.94,95,100,1.48
405,Hambantota,LK,2020-11-23 21:43:19,6.12,81.12,75.2,100,5,2.24
406,Singaraja,ID,2020-11-23 21:43:19,-8.11,115.09,80.38,73,92,3.89
407,Nsanje,MW,2020-11-23 21:43:19,-16.92,35.26,81.55,64,16,4.14
408,Nalut,LY,2020-11-23 21:43:19,30.33,10.85,48.9,81,61,5.35
409,Chifeng,CN,2020-11-23 21:43:19,42.27,118.96,15.51,87,100,3.51
410,Victoria,HK,2020-11-23 21:43:19,22.29,114.16,73.0,84,92,1.99
411,Baie-Saint-Paul,CA,2020-11-23 21:43:19,47.44,-70.5,34.0,100,100,5.82
412,La Tuque,CA,2020-11-23 21:43:20,47.43,-72.78,28.4,92,100,9.17
413,Brownsville,US,2020-11-23 21:40:25,25.9,-97.5,82.4,51,20,13.87
414,Araouane,ML,2020-11-23 21:43:20,18.9,-3.53,66.0,25,31,13.29
415,Abu Samrah,SY,2020-11-23 21:33:42,35.3,37.18,53.74,58,0,3.65
416,Yarada,IN,2020-11-23 21:43:20,17.65,83.27,78.8,69,90,6.93
417,Tazovskiy,RU,2020-11-23 21:43:20,67.47,78.7,6.19,94,96,12.59
418,Gravdal,NO,2020-11-23 21:43:20,68.12,13.5,32.0,72,20,2.24
419,Poretskoye,RU,2020-11-23 21:43:20,55.2,46.33,26.1,98,100,10.25
420,Valparaiso,CL,2020-11-23 21:41:47,-33.04,-71.63,69.8,45,0,17.22
421,General Salgado,BR,2020-11-23 21:43:21,-20.65,-50.36,80.85,45,20,7.94
422,Santa Vitoria Do Palmar,BR,2020-11-23 21:41:48,-33.52,-53.37,67.77,75,0,13.62
423,Malnate,IT,2020-11-23 21:43:21,45.79,8.88,42.01,73,77,1.99
424,Norden,DE,2020-11-23 21:43:21,53.6,7.2,41.0,86,94,10.29
425,College,US,2020-11-23 21:43:21,64.86,-147.8,-4.0,76,75,4.7
426,Hopelchen,MX,2020-11-23 21:43:21,19.77,-89.85,82.4,74,5,11.41
427,Petrozavodsk,RU,2020-11-23 21:43:21,61.78,34.35,37.4,93,100,4.47
428,Rondonopolis,BR,2020-11-23 21:43:21,-16.47,-54.64,88.11,46,85,5.3
429,Sao Joao Da Barra,BR,2020-11-23 21:33:25,-21.64,-41.05,75.2,94,75,9.17
430,Katiola,CI,2020-11-23 21:43:22,8.13,-5.1,79.32,63,42,5.3
431,Kotelnich,RU,2020-11-23 21:42:09,58.31,48.35,25.16,98,100,9.71
432,Padang,ID,2020-11-23 21:33:29,-0.95,100.35,76.87,81,100,3.67
433,Mwanza,TZ,2020-11-23 21:43:22,-2.52,32.9,74.08,67,2,1.97
434,Linqiong,CN,2020-11-23 21:39:19,30.42,103.46,46.99,87,40,2.59
435,Port Moresby,PG,2020-11-23 21:43:22,-9.44,147.18,78.8,94,40,3.36
436,Quisqueya,DO,2020-11-23 21:43:22,18.56,-69.41,82.4,78,40,4.29
437,Huaiyuan,CN,2020-11-23 21:43:23,32.97,117.2,36.82,87,100,3.89
438,Porecatu,BR,2020-11-23 21:43:23,-22.76,-51.38,89.6,19,0,9.17
439,Sofiyivka,UA,2020-11-23 21:43:23,48.05,33.87,35.6,80,40,6.71
440,Irbeyskoye,RU,2020-11-23 21:43:23,55.64,95.45,10.35,95,94,0.85
441,Pallasovka,RU,2020-11-23 21:41:28,50.05,46.88,29.5,98,94,11.01
442,Princeton,US,2020-11-23 21:43:23,25.54,-80.41,78.01,73,20,13.87
443,Cozumel,MX,2020-11-23 21:43:23,20.51,-86.95,84.2,62,20,17.22
444,Marsh Harbour,BS,2020-11-23 21:43:23,26.54,-77.06,76.48,77,1,13.65
445,Lebu,CL,2020-11-23 21:43:23,-37.62,-73.65,57.07,70,0,7.4
446,Gusau,NG,2020-11-23 21:43:23,12.16,6.66,77.43,30,72,5.66
447,Pacific Grove,US,2020-11-23 21:39:39,36.62,-121.92,60.01,71,40,11.18
448,Zvishavane,ZW,2020-11-23 21:43:24,-20.33,30.07,72.73,78,100,3.36
449,Vila,PT,2020-11-23 21:43:24,42.03,-8.16,46.0,87,100,1.01
450,Gvarv,NO,2020-11-23 21:43:24,59.39,9.17,36.0,93,100,4.07
451,Gorgan,IR,2020-11-23 21:43:24,36.84,54.43,46.4,93,90,1.5
452,Bryant,US,2020-11-23 21:42:13,34.6,-92.49,57.2,50,1,3.69
453,Koumac,NC,2020-11-23 21:43:24,-20.57,164.28,79.79,59,4,2.64
454,South River,US,2020-11-23 21:43:24,40.45,-74.39,48.0,52,0,1.99
455,Matagami,CA,2020-11-23 21:43:24,49.75,-77.63,17.6,92,90,17.22
456,Kurkino,RU,2020-11-23 21:43:25,53.43,38.66,34.27,98,100,12.28
457,Diego De Almagro,CL,2020-11-23 21:43:25,-26.37,-70.05,74.19,26,99,7.4
458,Jinxiang,CN,2020-11-23 21:43:25,27.43,120.61,59.63,79,98,8.39
459,Banjarmasin,ID,2020-11-23 21:43:25,-3.32,114.59,75.2,100,90,8.05
460,Bo Phloi,TH,2020-11-23 21:43:25,14.32,99.52,73.18,89,16,7.83
461,Sabha,LY,2020-11-23 21:43:25,27.04,14.43,54.03,42,0,9.91
462,Fasa,IR,2020-11-23 21:43:25,28.94,53.65,44.6,75,0,4.7
463,Ambon,ID,2020-11-23 21:43:25,-3.7,128.18,77.0,94,40,6.93
464,Vostok,RU,2020-11-23 21:33:51,46.49,135.88,3.11,96,100,6.26
465,San-Pedro,CI,2020-11-23 21:43:26,4.75,-6.64,78.01,87,1,3.67
466,Slave Lake,CA,2020-11-23 21:43:26,55.28,-114.77,23.0,92,90,4.7
467,Zabaykalsk,RU,2020-11-23 21:43:26,49.63,117.32,15.76,95,66,10.04
468,Yamada,JP,2020-11-23 21:41:00,39.47,141.95,38.37,74,7,4.21
469,Ilam,NP,2020-11-23 21:43:26,26.92,87.92,48.43,82,0,3.74
470,Gubskaya,RU,2020-11-23 21:43:26,44.32,40.64,31.68,90,23,2.75
471,Darab,IR,2020-11-23 21:43:26,28.75,54.54,56.79,55,0,0.69
472,Plavsk,RU,2020-11-23 21:43:26,53.71,37.29,35.15,96,100,12.55
473,Yeppoon,AU,2020-11-23 21:43:27,-23.13,150.73,73.4,69,70,6.87
474,Sarishabari,BD,2020-11-23 21:43:27,24.73,89.83,65.17,83,0,5.99
475,Kemijarvi,FI,2020-11-23 21:43:27,66.71,27.43,31.42,98,90,9.95
476,Tadine,NC,2020-11-23 21:43:27,-21.55,167.88,78.21,56,13,9.08
477,Sokolo,ML,2020-11-23 21:43:27,14.73,-6.12,75.56,20,0,13.35
478,Basco,PH,2020-11-23 21:43:27,20.45,121.97,78.82,77,7,22.64
479,Chongqing,CN,2020-11-23 21:41:41,29.56,106.55,48.0,93,90,2.24
480,Anadyr,RU,2020-11-23 21:43:28,64.75,177.48,26.6,86,75,4.47
481,Kayerkan,RU,2020-11-23 21:43:28,69.35,87.76,21.2,100,40,22.37
482,Bubaque,GW,2020-11-23 21:33:43,11.28,-15.83,82.99,75,86,11.97
483,Lovozero,RU,2020-11-23 21:43:28,68.0,35.01,31.37,99,100,4.63
484,Tatawin,TN,2020-11-23 21:43:28,32.93,10.45,55.4,87,99,2.24
485,Morden,CA,2020-11-23 21:40:06,49.19,-98.1,30.2,68,86,14.99
486,Humaita,BR,2020-11-23 21:43:28,-7.51,-63.02,80.04,86,90,4.29
487,Unecha,RU,2020-11-23 21:43:28,52.85,32.67,35.04,97,100,11.45
488,Savannakhet,LA,2020-11-23 21:43:28,16.57,104.75,70.72,85,34,8.1
489,Perth,AU,2020-11-23 21:43:24,-31.93,115.83,73.4,37,0,5.82
490,Kavaratti,IN,2020-11-23 21:43:29,10.57,72.64,81.39,68,32,8.61
491,Maralal,KE,2020-11-23 21:43:29,1.1,36.7,60.06,89,75,5.84
492,Reconquista,AR,2020-11-23 21:43:29,-29.15,-59.65,85.42,40,0,7.18
493,Oron,NG,2020-11-23 21:43:29,4.83,8.23,78.57,88,100,4.43
494,Berdigestyakh,RU,2020-11-23 21:43:29,62.1,126.7,-2.38,91,100,7.43
495,Vallenar,CL,2020-11-23 21:43:29,-28.57,-70.76,77.83,29,34,6.2
496,Puerto Escondido,MX,2020-11-23 21:33:39,15.85,-97.07,86.0,66,40,6.93
497,Jacareacanga,BR,2020-11-23 21:43:30,-6.22,-57.75,78.49,90,88,1.7
498,Ambagarh Chauki,IN,2020-11-23 21:43:30,20.78,80.72,57.15,57,41,5.28
499,Toamasina,MG,2020-11-23 21:43:30,-18.17,49.38,71.6,94,20,2.24
500,Veraval,IN,2020-11-23 21:43:30,20.9,70.37,71.38,42,5,8.84
501,Kurunegala,LK,2020-11-23 21:43:30,7.49,80.36,75.2,94,20,3.36
502,Anloga,GH,2020-11-23 21:43:30,5.79,0.9,84.2,79,20,8.05
503,Ingleside,US,2020-11-23 21:43:30,27.88,-97.21,73.4,78,1,16.11
504,Hami,CN,2020-11-23 21:43:30,42.8,93.45,18.99,64,99,2.24
505,Iquitos,PE,2020-11-23 21:43:26,-3.75,-73.25,84.2,74,75,9.17
506,Conde,BR,2020-11-23 21:43:31,-7.26,-34.91,78.8,83,75,11.41
507,Chegdomyn,RU,2020-11-23 21:43:31,51.12,133.02,6.71,93,100,2.51
508,Goderich,CA,2020-11-23 21:43:31,43.75,-81.72,39.99,80,100,23.15
509,Bayburt,TR,2020-11-23 21:43:31,40.26,40.23,26.74,83,0,0.63
510,Arlit,NE,2020-11-23 21:43:31,18.74,7.39,74.43,19,0,7.29
511,Rajanpur,PK,2020-11-23 21:43:31,29.1,70.33,59.63,39,82,19.77
512,Kuching,MY,2020-11-23 21:43:31,1.55,110.33,75.2,100,40,2.24
513,Languyan,PH,2020-11-23 21:43:31,5.26,120.08,79.99,82,100,2.17
514,Shahdadkot,PK,2020-11-23 21:43:32,27.85,67.91,61.72,31,100,4.05
515,Itacare,BR,2020-11-23 21:43:32,-14.28,-39.0,80.6,74,20,9.17
516,Shahpura,IN,2020-11-23 21:43:32,27.38,75.97,59.0,54,14,6.93
517,Kyzyl-Suu,KG,2020-11-23 21:43:32,42.34,78.01,17.26,74,32,10.29
518,Nanning,CN,2020-11-23 21:43:32,22.82,108.32,59.0,87,90,6.71
519,Soyo,AO,2020-11-23 21:43:32,-6.13,12.37,77.09,87,100,4.52
520,Ahuimanu,US,2020-11-23 21:43:32,21.44,-157.84,84.2,61,75,13.87
521,Shakhtinsk,KZ,2020-11-23 21:43:32,49.71,72.59,-5.8,76,40,6.71
522,Mount Isa,AU,2020-11-23 21:33:48,-20.73,139.5,80.6,28,1,4.7
523,Sukhumi,GE,2020-11-23 21:43:32,43.0,41.02,41.41,67,27,4.59
524,Chai Badan,TH,2020-11-23 21:43:33,15.2,101.13,72.75,81,0,7.29
525,Linhares,BR,2020-11-23 21:43:33,-19.39,-40.07,69.66,94,88,3.15
526,Atyrau,KZ,2020-11-23 21:43:33,47.12,51.88,17.6,85,68,6.71
527,Vestmanna,FO,2020-11-23 21:33:53,62.16,-7.17,44.6,81,30,10.29
528,Dickinson,US,2020-11-23 21:43:33,29.46,-95.05,64.4,82,90,4.7
529,Talara,PE,2020-11-23 21:39:44,-4.58,-81.27,73.4,69,0,18.34
530,Moron,AR,2020-11-23 21:43:33,-34.65,-58.62,91.0,24,0,1.99
531,Bonavista,CA,2020-11-23 21:43:33,48.65,-53.11,33.01,79,54,4.7
532,Yenagoa,NG,2020-11-23 21:43:33,4.92,6.26,77.2,91,86,4.07
533,Husavik,IS,2020-11-23 21:43:34,66.04,-17.34,28.4,86,90,8.05
534,Krasnoselkup,RU,2020-11-23 21:43:34,65.7,82.47,7.34,94,85,15.23
535,El Sauzal,MX,2020-11-23 21:43:34,31.9,-116.68,64.99,75,6,3.0
536,Chapala,MX,2020-11-23 21:43:34,20.3,-103.2,82.0,31,5,1.32
537,Houma,US,2020-11-23 21:43:28,29.6,-90.72,69.01,64,1,5.82
538,Kampot,KH,2020-11-23 21:43:34,10.62,104.18,78.8,83,20,7.87
539,Walvis Bay,NA,2020-11-23 21:43:34,-22.96,14.51,60.01,77,0,5.82
540,Bukama,CD,2020-11-23 21:43:34,-9.2,25.85,72.23,93,100,1.7
541,Fryanovo,RU,2020-11-23 21:43:34,56.13,38.45,35.6,93,90,13.42
542,Kilosa,TZ,2020-11-23 21:43:35,-6.83,36.98,72.27,89,14,3.71
543,Baijiantan,CN,2020-11-23 21:43:35,45.63,85.18,25.0,81,100,4.72
544,Tessalit,ML,2020-11-23 21:43:35,20.2,1.01,56.97,32,0,10.56
545,Fare,PF,2020-11-23 21:43:35,-16.7,-151.02,81.64,77,60,10.54
