City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
364,Kirensk,RU,57.79,108.11,7.61,94,97,5.21,overcast clouds
365,Kimbe,PG,-5.55,150.14,74.7,86,42,1.95,scattered clouds
366,Bengkulu,ID,-3.8,102.27,76.23,87,100,3.2,heavy intensity rain
367,Nikolskoye,RU,59.7,30.79,42.8,87,75,4.47,light intensity shower rain
368,Ouadda,CF,8.08,22.4,83.39,31,3,1.52,clear sky
369,Sokoni,TZ,-6.43,39.55,84.2,83,20,6.93,few clouds
370,Lompoc,US,34.64,-120.46,50.0,49,1,8.05,clear sky
371,Alzamay,RU,55.56,98.66,7.61,94,2,1.88,clear sky
372,Neuquen,AR,-38.95,-68.06,68.0,22,0,13.87,clear sky
373,West Wendover,US,40.74,-114.07,28.4,63,20,5.46,few clouds
374,Honningsvag,NO,70.98,25.97,30.2,86,40,2.24,scattered clouds
375,Kargala,RU,56.62,83.96,10.0,83,0,4.68,clear sky
376,Henderson,US,36.04,-114.98,51.8,25,1,21.92,clear sky
377,Tra Vinh,VN,9.93,106.35,78.44,79,99,7.83,overcast clouds
378,Yakeshi,CN,49.28,120.73,-7.06,86,0,3.94,clear sky
379,Ilorin,NG,8.5,4.55,94.84,27,7,2.84,clear sky
380,Port Shepstone,ZA,-30.74,30.45,70.12,81,38,20.78,light rain
381,Bubaque,GW,11.28,-15.83,84.16,45,63,5.7,broken clouds
382,Cozumel,MX,20.51,-86.95,82.4,69,20,9.17,few clouds
383,Srivardhan,IN,18.03,73.02,78.98,56,31,8.12,scattered clouds
384,Gondar,ET,12.6,37.47,62.15,50,25,4.59,scattered clouds
385,Asilah,MA,35.47,-6.03,59.0,54,75,12.75,broken clouds
386,Shaunavon,CA,49.65,-108.42,24.01,89,73,8.99,broken clouds
387,Yumen,CN,40.28,97.2,16.14,82,99,11.54,overcast clouds
388,Eirunepe,BR,-6.66,-69.87,78.04,91,100,1.92,light rain
389,Boa Vista,BR,2.82,-60.67,86.0,66,75,3.36,broken clouds
390,Odessa,UA,46.48,30.73,44.6,87,40,2.24,scattered clouds
391,Huilong,CN,31.81,121.66,55.0,99,100,11.1,overcast clouds
392,Nouadhibou,MR,20.93,-17.03,75.2,60,100,18.34,overcast clouds
393,Grootfontein,NA,-19.57,18.12,87.3,30,27,19.6,scattered clouds
394,Ketchikan,US,55.34,-131.65,42.8,93,90,17.22,light rain
395,Pareora,NZ,-44.49,171.21,57.0,97,52,6.31,broken clouds
396,Ust-Nera,RU,64.57,143.2,-13.14,81,100,6.17,overcast clouds
397,Cabra,ES,37.47,-4.44,53.6,93,20,8.05,few clouds
398,Kingsport,US,36.55,-82.56,62.01,77,75,4.7,broken clouds
399,Barreiras,BR,-12.15,-44.99,86.86,41,28,7.87,scattered clouds
400,Peterhead,GB,57.51,-1.8,42.01,75,86,4.7,overcast clouds
401,Carutapera,BR,-1.2,-46.02,88.02,58,86,10.92,overcast clouds
402,Lebu,CL,-37.62,-73.65,57.09,56,0,20.67,clear sky
403,Coquimbo,CL,-29.95,-71.34,64.4,68,75,16.11,broken clouds
404,Camacha,PT,33.08,-16.33,53.6,76,40,28.86,shower rain
405,Surt,LY,31.21,16.59,66.99,66,9,7.92,clear sky
406,Chalakudi,IN,10.3,76.34,78.8,88,40,4.7,mist
407,Hajipur,IN,25.68,85.22,64.4,77,75,2.57,moderate rain
408,Manono,CD,-7.3,27.42,77.72,83,98,3.36,light rain
409,Omsukchan,RU,62.53,155.8,-4.63,88,100,5.39,overcast clouds
410,Sept-Iles,CA,50.2,-66.38,17.6,85,38,2.24,scattered clouds
411,Mayo,US,38.89,-76.51,66.99,88,90,9.17,overcast clouds
412,San Quintin,MX,30.48,-115.95,59.81,70,88,6.58,overcast clouds
413,Kirakira,SB,-10.45,161.92,77.95,81,5,5.37,light rain
414,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,8.6,84,93,4.47,overcast clouds
415,Sibenik,HR,43.73,15.91,55.0,58,0,3.36,clear sky
416,Marsh Harbour,BS,26.54,-77.06,76.71,69,2,13.0,clear sky
417,Watsa,CD,3.04,29.54,69.85,82,32,1.23,scattered clouds
418,Kaikalur,IN,16.57,81.2,69.8,94,90,10.29,moderate rain
419,Mahina,PF,-17.51,-149.49,77.0,94,75,2.24,shower rain
420,Pottstown,US,40.25,-75.65,63.0,82,90,6.93,overcast clouds
421,Katsuura,JP,35.13,140.3,55.99,82,75,11.41,broken clouds
422,Fort Nelson,CA,58.81,-122.7,12.2,85,75,3.36,broken clouds
423,Imbituba,BR,-28.24,-48.67,87.8,58,0,16.11,clear sky
424,Port Macquarie,AU,-31.43,152.92,62.01,93,2,4.34,clear sky
425,Senador Jose Porfirio,BR,-2.59,-51.95,74.7,92,100,5.23,overcast clouds
426,Goundam,ML,16.41,-3.67,84.94,12,17,6.67,few clouds
427,Limanowa,PL,49.71,20.42,30.99,75,0,2.24,clear sky
428,Klaksvik,FO,62.23,-6.59,46.4,87,100,21.92,light rain
429,Tabora,TZ,-5.02,32.8,86.0,40,20,5.82,few clouds
430,Matara,LK,5.95,80.54,77.72,86,0,5.88,clear sky
431,Pacific Grove,US,36.62,-121.92,39.99,86,1,5.82,clear sky
432,Chibombo,ZM,-14.66,28.07,80.2,48,100,6.04,overcast clouds
433,Glenwood Springs,US,39.55,-107.32,33.01,73,90,10.29,overcast clouds
434,Tselinnoye,RU,53.08,85.67,9.72,94,0,3.65,clear sky
435,Acapulco,MX,16.86,-99.89,84.7,63,2,1.79,clear sky
436,Siparia,TT,10.13,-61.5,84.2,70,40,8.05,shower rain
437,Bozoum,CF,6.32,16.38,85.51,33,42,4.07,scattered clouds
438,Sao Francisco De Paula,BR,-29.45,-50.58,84.0,69,100,4.0,light rain
439,Sri Aman,MY,1.24,111.46,75.2,100,97,0.87,light rain
440,Ugoofaaru,MV,5.67,73.0,82.96,66,50,10.47,scattered clouds
441,San Carlos De Bariloche,AR,-41.15,-71.31,50.0,39,40,18.34,scattered clouds
442,Shakawe,BW,-18.37,21.85,79.0,53,83,4.97,light rain
443,Novosergiyevka,RU,52.09,53.65,23.95,98,88,5.59,overcast clouds
444,Mikuni,JP,36.22,136.15,48.2,66,40,14.99,scattered clouds
445,Ha Giang,VN,22.83,104.98,69.48,82,32,1.12,scattered clouds
446,Chernyshevskiy,RU,63.01,112.47,-2.78,93,94,7.14,overcast clouds
447,Bilibino,RU,68.05,166.44,16.57,92,100,5.82,overcast clouds
448,Yerbogachen,RU,61.28,108.01,1.18,92,76,8.16,broken clouds
449,Nago,JP,26.59,127.98,62.6,88,1,4.7,clear sky
450,Estepa,ES,37.29,-4.88,57.99,93,20,8.05,few clouds
451,Makakilo City,US,21.35,-158.09,73.4,78,1,3.36,clear sky
452,Kudahuvadhoo,MV,2.67,72.89,82.94,78,56,13.4,broken clouds
453,Almeria,ES,37.17,-2.33,62.6,72,0,4.7,clear sky
454,Lingao,CN,19.91,109.69,71.78,85,0,10.27,clear sky
455,Malanje,AO,-9.54,16.34,72.75,88,89,4.43,moderate rain
456,Kasempa,ZM,-13.46,25.83,68.58,87,94,2.53,overcast clouds
457,Mbour,SN,14.42,-16.96,87.8,29,0,12.75,clear sky
458,Aklavik,CA,68.22,-135.01,-0.4,84,90,4.7,overcast clouds
459,Zeven,DE,53.3,9.28,48.0,94,65,4.09,broken clouds
460,Novaya Igirma,RU,57.13,103.91,4.87,93,44,3.69,scattered clouds
461,Thiruvananthapuram,IN,8.48,76.92,86.0,74,40,4.7,haze
462,Te Anau,NZ,-45.42,167.72,51.49,86,83,4.97,broken clouds
463,Pauini,BR,-7.71,-66.98,87.64,66,97,4.32,light rain
464,Peruibe,BR,-24.32,-47.0,83.35,61,75,5.66,broken clouds
465,Guiren,CN,33.67,118.19,48.0,96,100,5.28,overcast clouds
466,Opuwo,NA,-18.06,13.84,93.22,13,83,2.01,broken clouds
467,Forio,IT,40.73,13.86,60.01,82,51,1.99,broken clouds
468,Carbonia,IT,39.17,8.52,68.0,64,20,12.75,few clouds
469,Taoudenni,ML,22.68,-3.98,79.09,17,72,5.03,broken clouds
470,Colesberg,ZA,-30.72,25.1,76.15,16,0,12.37,clear sky
471,Faanui,PF,-16.48,-151.75,79.81,81,97,7.9,light rain
472,Valparaiso,CL,-33.04,-71.63,82.4,30,0,11.41,clear sky
473,Aojiang,CN,22.94,116.04,73.99,76,1,1.01,clear sky
474,Port-Gentil,GA,-0.72,8.78,80.6,88,75,12.75,broken clouds
475,Kutum,SD,14.2,24.67,74.34,20,0,6.08,clear sky
476,Mayor Pablo Lagerenza,PY,-19.93,-60.77,100.6,29,82,10.63,broken clouds
477,Carballo,ES,43.21,-8.69,57.0,85,64,4.0,broken clouds
478,Swellendam,ZA,-34.02,20.44,66.2,52,65,14.99,broken clouds
479,Kisangani,CD,0.52,25.2,80.67,71,81,3.31,broken clouds
480,Great Yarmouth,GB,52.61,1.73,44.6,87,0,3.36,clear sky
481,Tabory,RU,58.52,64.55,13.53,94,100,6.49,overcast clouds
482,Goderich,CA,43.75,-81.72,44.6,93,99,9.17,overcast clouds
483,Ippy,CF,6.27,21.22,85.35,38,38,4.29,scattered clouds
484,Colmenar Viejo,ES,40.66,-3.77,50.0,93,90,12.75,overcast clouds
485,Moerai,PF,-22.43,-151.33,74.44,83,85,19.01,overcast clouds
486,Tura,IN,25.52,90.22,65.16,72,100,3.24,overcast clouds
487,Sembe,CG,1.65,14.58,81.9,73,97,2.35,overcast clouds
488,Haines Junction,CA,60.75,-137.51,30.2,58,38,5.82,scattered clouds
489,Atherton,GB,53.52,-2.49,48.0,75,63,2.59,broken clouds
490,Los Llanos De Aridane,ES,28.66,-17.92,68.0,60,40,14.99,scattered clouds
491,Oxbow,CA,49.23,-102.17,24.01,88,74,7.0,light snow
492,Florida,US,28.75,-82.5,81.0,61,40,8.05,scattered clouds
493,Tautira,PF,-17.73,-149.15,77.0,94,75,2.24,shower rain
494,Chontalpa,MX,17.7,-93.52,75.51,86,89,3.02,overcast clouds
495,Tongliao,CN,43.61,122.27,11.19,89,75,6.62,broken clouds
496,Gunjur,GM,13.2,-16.73,91.4,29,40,7.92,scattered clouds
497,Hirara,JP,24.8,125.28,74.77,74,62,20.22,broken clouds
498,Qui Nhon,VN,13.77,109.23,76.21,87,100,14.52,light rain
499,Sturgeon Bay,US,44.83,-87.38,39.2,93,90,11.41,overcast clouds
500,Jalu,LY,29.03,21.55,61.52,53,1,6.76,clear sky
501,Sidi Ali,DZ,36.1,0.42,67.59,40,46,13.44,scattered clouds
502,Mahon,ES,39.89,4.27,62.6,77,20,9.17,few clouds
503,Tomari,RU,47.77,142.07,22.05,91,100,17.54,light snow
504,Ambon,ID,-3.7,128.18,84.0,80,100,1.01,overcast clouds
505,Tilichiki,RU,60.47,166.1,0.07,92,90,5.32,overcast clouds
506,Sabinopolis,BR,-18.67,-43.08,77.5,67,46,5.99,light rain
507,Eenhana,NA,-17.47,16.33,105.8,10,0,2.24,clear sky
508,Taltal,CL,-25.4,-70.48,63.05,67,55,4.36,broken clouds
509,Petropavl,KZ,54.88,69.16,6.62,95,99,8.43,overcast clouds
510,Musoma,TZ,-1.5,33.8,80.6,61,20,11.41,few clouds
511,Mapiripan,CO,2.89,-72.13,86.14,66,90,8.28,light rain
512,Genhe,CN,50.78,121.52,-1.14,89,0,3.38,clear sky
513,Batticaloa,LK,7.71,81.69,80.22,81,15,5.68,few clouds
514,Hami,CN,42.8,93.45,25.41,71,76,3.0,broken clouds
515,Quatre Cocos,MU,-20.21,57.76,77.0,78,40,9.17,shower rain
516,Petukhovo,RU,55.07,67.9,8.2,95,100,7.92,overcast clouds
517,Sumenep,ID,-7.02,113.87,81.16,78,100,3.2,moderate rain
518,Gorontalo,ID,0.54,123.06,76.3,87,96,3.89,overcast clouds
519,Hampton,US,37.03,-76.35,69.8,100,75,12.75,light intensity drizzle
520,Lapeer,US,43.05,-83.32,42.8,100,90,9.17,overcast clouds
521,Zermatt,CH,46.02,7.75,43.0,48,0,1.01,clear sky
522,Warwick,US,41.7,-71.42,61.0,93,90,9.17,moderate rain
523,Longyan,CN,25.11,117.02,61.43,81,94,3.24,overcast clouds
524,Celestun,MX,20.87,-90.4,79.9,70,1,4.97,clear sky
525,Kuching,MY,1.55,110.33,75.2,100,40,1.12,light rain
526,Choma,ZM,-16.81,26.95,79.27,53,34,8.32,scattered clouds
527,Usinsk,RU,65.99,57.53,13.93,96,56,9.08,broken clouds
528,Natal,BR,-5.79,-35.21,87.8,58,40,20.8,scattered clouds
529,Xining,CN,36.62,101.77,23.88,86,100,2.48,overcast clouds
530,Ape,LV,57.54,26.69,42.64,86,100,9.24,light rain
531,Harper,LR,4.38,-7.72,79.9,83,87,8.59,light rain
532,Ilulissat,GL,69.22,-51.1,19.4,67,75,16.11,light shower snow
533,Kralendijk,BQ,12.15,-68.27,78.8,88,75,13.87,broken clouds
534,Riyadh,SA,24.69,46.72,73.4,31,0,3.36,clear sky
535,Leh,IN,34.17,77.58,12.0,79,21,1.45,few clouds
536,Adrar,MR,20.5,-10.07,78.46,16,89,6.93,overcast clouds
537,Inuvik,CA,68.35,-133.72,-0.4,84,100,8.05,overcast clouds
538,Dehloran,IR,32.69,47.27,65.28,49,40,10.83,scattered clouds
539,Mithi,PK,24.73,69.8,72.0,32,0,16.91,clear sky
540,Nicoya,CR,10.15,-85.45,83.25,71,1,3.62,clear sky
541,Den Helder,NL,52.96,4.76,48.2,76,90,2.24,overcast clouds
542,Pouebo,NC,-20.4,164.57,74.53,74,31,2.62,scattered clouds
543,Katherine,AU,-14.47,132.27,87.8,52,100,11.41,overcast clouds
544,Katete,UG,-0.78,29.75,68.07,80,27,1.7,scattered clouds
545,Padang,ID,-0.95,100.35,76.1,87,100,7.25,moderate rain
546,Auki,SB,-8.77,160.7,77.56,77,10,3.74,light rain
547,Nizhniy Baskunchak,RU,48.22,46.83,35.6,83,98,5.39,overcast clouds
548,Jijiga,ET,9.35,42.8,67.55,73,96,8.32,moderate rain
549,Farafangana,MG,-22.82,47.83,76.19,81,2,10.67,clear sky
550,Black River,JM,18.03,-77.85,84.99,74,20,19.46,few clouds
551,Tabou,CI,4.42,-7.35,79.36,85,95,9.13,light rain
552,Yar-Sale,RU,66.83,70.83,9.52,95,82,9.46,broken clouds
553,Matamoros,MX,25.53,-103.25,72.88,21,20,0.89,few clouds
554,Khovu-Aksy,RU,51.13,93.6,5.92,91,19,3.24,few clouds
555,Havre-Saint-Pierre,CA,50.23,-63.6,21.2,79,1,4.7,clear sky
556,Doha,QA,25.29,51.53,77.0,65,0,4.7,clear sky
557,Jocotitlan,MX,19.71,-99.79,63.99,37,0,1.25,clear sky
558,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,69.01,95,100,1.99,moderate rain
559,Bathsheba,BB,13.22,-59.52,84.2,74,40,17.22,scattered clouds
560,Ponnani,IN,10.77,75.93,80.6,83,75,2.95,mist
561,Saquarema,BR,-22.92,-42.51,84.2,79,0,20.8,clear sky
562,Westport,US,41.14,-73.36,60.01,93,90,20.8,overcast clouds
563,Baie-Comeau,CA,49.22,-68.15,26.6,92,90,12.75,overcast clouds
564,Raga,SS,8.46,25.68,86.04,22,32,3.94,scattered clouds
565,Merzifon,TR,40.87,35.46,42.8,86,40,8.05,scattered clouds
566,Kieta,PG,-6.22,155.63,79.03,74,67,3.87,light rain
567,Kindersley,CA,51.47,-109.17,21.2,73,20,19.46,few clouds
568,Nizwa,OM,22.93,57.53,64.54,40,0,3.98,clear sky
569,Bilma,NE,18.69,12.92,74.77,20,0,5.53,clear sky
570,Bud,US,39.45,-86.18,46.99,87,90,8.05,overcast clouds
571,Okemos,US,42.72,-84.43,44.6,93,90,11.41,mist
572,Pochutla,MX,15.74,-96.47,86.18,49,0,2.86,clear sky
573,Zeljezno Polje,BA,44.41,17.93,35.6,93,90,2.24,mist
574,Sao Miguel Do Araguaia,BR,-13.28,-50.16,92.26,35,0,6.4,clear sky
575,Chippewa Falls,US,44.94,-91.39,35.6,80,90,8.05,overcast clouds
576,Bara,NG,10.37,10.73,93.2,23,0,6.93,clear sky
577,Igrim,RU,63.19,64.42,19.45,95,100,6.26,overcast clouds
578,Soyo,AO,-6.13,12.37,82.4,74,75,6.93,broken clouds
579,Turukhansk,RU,65.82,87.98,15.42,97,100,12.01,light snow
580,Alamos,MX,27.02,-108.93,75.81,21,18,3.42,few clouds
581,Rauma,FI,61.13,21.51,35.6,79,40,5.82,scattered clouds
582,Isabela,PH,6.71,121.97,78.8,94,40,2.24,scattered clouds
583,Tamandare,BR,-8.76,-35.1,82.89,65,32,13.18,scattered clouds
584,Hualmay,PE,-11.1,-77.61,69.39,65,63,9.28,broken clouds
585,North Bend,US,43.41,-124.22,42.8,100,90,4.7,overcast clouds
586,Hatillo,PR,18.49,-66.83,84.0,74,40,10.29,scattered clouds
587,Vaitape,PF,-16.52,-151.75,80.71,80,99,8.57,light rain
588,Ahipara,NZ,-35.17,173.17,59.86,90,41,7.61,scattered clouds
589,Rio Gallegos,AR,-51.62,-69.22,62.6,21,0,23.04,clear sky
590,Lumeje,AO,-11.55,20.78,81.97,58,21,1.5,few clouds
591,Beidao,CN,34.57,105.89,34.65,83,80,3.09,broken clouds
592,Port Lincoln,AU,-34.73,135.87,63.52,74,97,10.2,heavy intensity rain
593,Glasgow,GB,55.87,-4.26,44.01,93,90,1.12,overcast clouds
594,Yarim,YE,14.3,44.38,55.72,80,28,1.63,light rain
595,Verkhoturye,RU,58.86,60.81,15.91,95,100,4.94,overcast clouds
596,Barra Do Garcas,BR,-15.89,-52.26,91.4,49,0,10.29,clear sky
597,Praia Da Vitoria,PT,38.73,-27.07,62.6,93,75,14.56,broken clouds
598,Half Moon Bay,US,37.46,-122.43,55.4,40,1,9.17,clear sky
599,Olinda,BR,-8.01,-34.86,84.2,54,40,12.75,scattered clouds
600,Essex,US,40.78,-74.22,64.0,93,75,12.75,broken clouds
601,Avera,US,33.19,-82.53,66.2,80,90,13.87,moderate rain
602,Namatanai,PG,-3.67,152.43,79.09,80,67,5.66,light rain
603,Selfoss,IS,63.93,-21.0,32.0,91,100,21.0,overcast clouds
604,Lerwick,GB,60.15,-1.15,44.6,87,40,13.87,light intensity shower rain
605,Clarence Town,AU,-32.58,151.78,70.0,83,90,18.34,overcast clouds
606,Srednekolymsk,RU,67.45,153.68,18.01,97,100,24.11,snow
607,Ngorongoro,TZ,-3.24,35.49,59.61,84,9,3.65,light rain
608,Gladstone,AU,-23.85,151.25,77.0,73,75,8.05,light rain
609,Makubetsu,JP,45.37,141.82,27.28,94,100,20.13,overcast clouds
610,Villa Rica,US,33.73,-84.92,64.99,78,77,4.0,broken clouds
611,Salvador,SV,13.83,-88.92,82.4,88,0,9.17,clear sky
612,Vryburg,ZA,-26.96,24.73,87.4,12,0,14.56,clear sky
613,Tayga,RU,56.06,85.62,10.0,84,0,6.15,clear sky
614,Solano,US,38.23,-121.95,55.0,39,1,17.22,clear sky
615,Kenai,US,60.55,-151.26,35.6,64,1,18.34,clear sky
616,Sitka,US,57.05,-135.33,44.6,75,75,10.29,broken clouds
617,Mattru,SL,7.62,-11.83,87.67,55,96,1.59,overcast clouds
618,Putina,PE,-15.47,-69.43,52.72,50,14,6.91,few clouds
619,Nioro,GM,13.35,-15.75,95.68,9,46,6.85,scattered clouds
620,Lipin Bor,RU,60.26,37.98,30.15,98,100,14.9,overcast clouds
621,Saint-Joseph,RE,-21.37,55.62,75.2,83,66,13.87,broken clouds
622,Pavilosta,LV,56.89,21.19,46.4,93,100,11.41,mist
623,Teluknaga,ID,-6.1,106.64,86.0,83,20,11.41,few clouds
624,Pangnirtung,CA,66.15,-65.71,6.8,65,75,12.75,broken clouds
625,Kochi,IN,9.94,76.26,78.8,88,40,4.7,mist
626,San Pedro De Macoris,DO,18.46,-69.3,84.2,74,40,8.05,scattered clouds
627,Alekseyevsk,RU,57.84,108.35,8.06,93,96,5.75,overcast clouds
628,Huarmey,PE,-10.07,-78.15,69.6,65,59,10.0,broken clouds
629,Hovd,MN,48.01,91.64,12.47,94,39,1.1,scattered clouds
630,Bonavista,CA,48.65,-53.11,37.99,86,100,6.93,overcast clouds
631,Comodoro Rivadavia,AR,-45.87,-67.5,66.2,30,0,26.4,clear sky
632,Baran,IN,25.1,76.52,63.54,54,0,7.9,clear sky
633,Sulphur,US,30.24,-93.38,64.4,63,75,6.93,broken clouds
634,Mackay,AU,-21.15,149.2,78.8,74,75,9.17,broken clouds
635,Tenkodogo,BF,11.78,-0.37,94.78,14,0,2.24,clear sky
636,Nuuk,GL,64.18,-51.72,24.8,62,75,8.05,shower rain
637,Egvekinot,RU,66.32,-179.17,13.46,94,81,5.44,broken clouds
638,Atar,MR,20.52,-13.05,87.8,29,59,2.24,broken clouds
639,Whitefish,US,48.41,-114.34,34.0,74,90,8.05,overcast clouds
640,Campbell River,CA,50.02,-125.24,41.0,100,75,3.33,broken clouds
641,Ust-Ilimsk,RU,58.0,102.66,3.29,93,61,5.17,broken clouds
642,College,US,64.86,-147.8,19.4,79,90,3.36,light snow
643,Maine-Soroa,NE,13.21,12.02,88.59,14,0,12.64,clear sky
644,Batagay-Alyta,RU,67.8,130.41,-4.52,80,0,2.93,clear sky
645,Basco,PH,20.45,121.97,78.28,77,81,31.03,broken clouds
646,Akyab,MM,20.15,92.9,76.82,68,36,6.31,scattered clouds
647,Hailey,US,43.52,-114.32,17.6,67,5,11.41,clear sky
648,Labuhan,ID,-6.88,112.21,78.84,82,99,12.12,overcast clouds
649,Paita,PE,-5.09,-81.11,77.0,57,0,21.92,clear sky
650,Pemba,MZ,-12.97,40.52,82.4,78,75,12.75,broken clouds
651,Neiafu,TO,-18.65,-173.98,77.0,94,75,9.17,broken clouds
652,Matagami,CA,49.75,-77.63,30.2,100,90,11.41,overcast clouds
653,Ulladulla,AU,-35.35,150.47,62.01,82,75,4.7,broken clouds
654,Roros,NO,62.57,11.38,32.0,95,75,2.24,broken clouds
655,Strelka,RU,58.07,93.03,2.75,92,0,0.51,clear sky
656,Ismailia,EG,30.6,32.27,65.8,65,12,8.9,few clouds
657,Sibolga,ID,1.74,98.78,76.84,83,100,2.89,light rain
658,Namibe,AO,-15.2,12.15,78.8,74,40,12.75,scattered clouds
659,Kwinana,AU,-32.25,115.77,64.0,67,90,8.05,overcast clouds
660,Nikolsk,RU,53.72,46.07,26.11,98,100,3.11,overcast clouds
661,Archidona,ES,37.1,-4.39,57.99,72,100,3.0,overcast clouds
662,Hay River,CA,60.82,-115.8,-4.0,83,68,6.93,broken clouds
663,Laela,TZ,-8.57,32.05,73.13,57,37,3.47,scattered clouds
664,Santa Cruz,BO,-17.8,-63.17,86.0,66,75,17.22,broken clouds
665,Puerto Baquerizo Moreno,EC,-0.9,-89.6,73.4,88,75,14.99,light rain
666,Ixtapa,MX,20.7,-105.2,83.57,44,15,1.61,few clouds
667,Tomatlan,MX,19.93,-105.25,83.91,51,0,1.72,clear sky
668,Tam Ky,VN,15.57,108.48,78.8,78,40,8.05,scattered clouds
669,Jacareacanga,BR,-6.22,-57.75,90.88,54,100,0.81,overcast clouds
670,Breves,BR,-1.68,-50.48,82.62,72,66,3.49,broken clouds
671,Dawson Creek,CA,55.77,-120.24,37.4,59,1,12.75,clear sky
672,Muros,ES,42.78,-9.06,60.01,84,80,1.99,broken clouds
673,Dhidhdhoo,MV,6.88,73.1,82.45,67,35,9.06,scattered clouds
674,Tacoronte,ES,28.48,-16.41,64.99,93,75,32.21,broken clouds
675,Smoky Lake,CA,54.12,-112.47,12.2,92,5,4.7,clear sky
676,Port Hedland,AU,-20.32,118.57,80.6,83,0,9.17,clear sky
677,Viedma,AR,-40.81,-63.0,66.99,29,0,8.01,clear sky
678,Emborion,GR,40.48,21.55,44.6,48,0,0.2,clear sky
679,Tando Muhammad Khan,PK,25.12,68.54,70.29,33,0,15.46,clear sky
680,Deputatskiy,RU,69.3,139.9,-11.16,89,98,10.49,overcast clouds
681,Red Deer,CA,52.27,-113.8,26.6,92,90,8.05,light snow
682,Bowen,AU,-20.02,148.23,73.4,83,97,2.24,overcast clouds
683,Kiyevskoye,RU,45.04,37.89,37.4,80,40,4.47,scattered clouds
684,Anacortes,US,48.51,-122.61,44.01,93,90,8.05,overcast clouds
685,Trincomalee,LK,8.57,81.23,79.63,76,3,5.19,clear sky
686,Pestisani,RO,45.07,23.03,43.34,60,0,0.94,clear sky
687,Cortez,US,37.35,-108.59,19.4,79,1,5.82,clear sky
688,Sili,CN,28.4,117.17,50.38,87,92,3.29,overcast clouds
689,Wattegama,LK,6.8,81.48,78.8,94,20,3.36,few clouds
690,Leningradskiy,RU,69.38,178.42,25.45,97,100,16.22,snow
691,Urusha,RU,54.05,122.9,3.87,87,0,6.35,clear sky
692,Saint-Georges,GD,12.06,-61.75,86.0,70,75,14.99,broken clouds
693,Touros,BR,-5.2,-35.46,87.8,52,40,13.87,scattered clouds
694,Caruray,PH,10.31,119.01,80.6,78,20,4.7,few clouds
695,Shahreza,IR,32.03,51.88,46.78,49,0,4.14,clear sky
696,High Point,US,35.96,-80.01,61.0,100,90,9.17,light intensity drizzle
697,Japura,ID,-0.32,102.35,74.75,96,100,3.33,moderate rain
698,Mabaruma,GY,8.2,-59.78,81.66,88,90,4.63,overcast clouds
699,Tambovka,RU,50.1,128.05,8.6,60,0,4.47,clear sky
700,Asau,RO,46.43,26.4,39.99,67,0,5.57,clear sky
